starch_mixing_tank23top_ply,pulp_to_mixing_tank23,power_power_station24,recycled_liquid_top_ply,sum_bleached_pulp,flow_after_machine_chest21,steam_pressure_group1,steam_pressure_group2,level_condensate_bucket1,level_condensate_bucket1_valve_position,level_condensate_bucket2_valve_position,steam_group3_pressure,steam_group4under_pressure,steam_pressure4_over,pressure_yankee_cylinder,steam_group5under_pressure,steam_pressure5_over,pressure_condensate_bucket2,pressure_condensate_bucket5,production_paper_machine2,dry_production_vira,total_starch_paper_machine2,steamflow
27.308,151.81,243.78,1.2612,6.3475,2501.6,72.992,157.56,312.68,41.455,28.484,232.16,247.9,248.63,248.13,248.1,248.38,159.81,70.5,10.354,144.82,49.75,18.574
27.675,155.41,246.8,1.2612,6.6802,2567.6,75.31,159.44,324.16,41.455,29.587,236.57,251.29,250.28,250.7,250.3,250.51,166.54,73.875,10.579,144.82,51.38,18.614
28.309,158.1,249.1,1.3069,6.6034,2600.2,84.439,168.61,335.3,41.455,29.635,245.6,258.6,260.42,260.87,260.15,260.11,175.71,82.375,10.638,146.9,52.464,19.308
28.597,157.97,247.43,1.3069,6.6062,2593.5,81.768,165.52,332,41.407,29.356,241.16,255.93,256.51,257.16,256.4,256.57,172.75,78.5,10.796,149.11,52.368,19.337
28.868,158.49,247.87,1.3216,6.6062,2610.4,81.807,167.36,324.15,37.066,29.356,241.63,256.67,256.17,255.88,256.9,256.64,173.68,80.839,10.776,149.54,52.218,19.263
29.075,158.2,247.7,1.3216,6.5451,2615.1,80.386,166.1,324.01,39.481,29.378,240.24,256.66,254.28,255.48,255.52,255.17,171.88,74.625,10.811,151.03,52.703,19.209
28.178,158.18,246.46,1.276,6.5329,2583.9,78.642,162.16,324.64,39.928,32.032,239.53,253.29,253.12,254.15,254.06,255,168.95,77.251,10.679,144.1,52.747,18.482
28.043,155.28,245.29,1.276,6.4954,2562.8,76.016,161.36,324.64,39.928,28.654,236.28,251.24,252.15,251.36,251.66,251.98,168.13,72.875,10.709,143.01,52.547,18.984
28.237,154.28,244.35,1.276,6.3812,2553.6,68.46,153.04,327.06,39.617,28.274,227.81,243.16,242.33,242.92,243.08,243.46,160.13,65.75,10.609,145.38,52.123,18.783
28.466,157,245.78,1.276,6.6063,2587.7,71.651,157.3,333.25,39.617,30.075,232.06,247.85,246.1,246.96,246.75,246.94,162.75,70.75,10.744,148.65,51.864,18.875
28.778,159.96,235.23,1.3106,6.643,2653.8,82.788,168.87,314.05,47.94,27.922,244.13,258.35,258.2,259.34,258.09,256.16,175.71,87.625,10.734,153.83,52.055,19.457
29.298,163.39,235.26,1.3287,6.5896,2679.6,83.076,167.23,325.57,41.672,29.077,242.44,257.83,257,257.19,258.04,257.47,173.88,81.566,10.641,155.21,52.132,19.586
29.492,163.42,236.93,1.3287,6.7961,2687.6,82.392,171.49,316.6,40.865,27.192,247.7,261.8,262.29,260.87,262.08,262.12,176.98,81.625,10.761,155.28,51.537,19.844
29.108,162.74,236.11,1.3287,6.7059,2681.1,93.73,168.85,330.41,50.304,27.775,249.43,263.48,264.09,263.53,264.13,263.93,176.65,92.368,10.761,155.28,51.529,19.386
29.114,162.74,236.51,1.3287,6.688,2689.9,93.954,169.98,335.85,47.172,28.698,248.66,265.29,263.97,264.31,264.06,264.01,177.63,91.098,10.762,155.26,51.195,19.406
29.233,162.49,237.85,1.3287,6.7731,2668.8,92.852,170.87,322.99,51.217,30.066,247.51,262.89,262.55,263.02,262.9,262.44,175.63,89.625,10.753,155.29,51.238,19.702
28.914,162.66,234.16,1.3287,6.5348,2682.6,95.758,170.14,316.46,48.995,30.346,250.78,266.49,265.08,265.82,265.98,266.23,177.08,90.75,10.738,154.78,51.794,19.741
29.097,162.66,234.32,1.3287,6.8468,2686.8,77.453,158.12,330.42,39.785,30.346,232.96,248.71,247.82,247.82,247.54,247.67,163,75.269,10.73,154.5,51.447,19.344
29.593,162.66,234.32,1.3287,6.6854,2685.1,83.644,163.75,321.34,37.081,30.782,238.13,254.18,253.31,253.4,253.2,253.06,167.64,81.127,10.711,155.26,51.993,19.255
29.599,162.13,234.34,1.3287,6.6938,2672.1,91.652,170.42,322.57,37.742,28.414,246.01,261.04,261.44,261.71,261.89,261.97,175.87,87,10.709,154.87,51.806,19.74
29.396,163.7,234.83,1.3287,6.5261,2696.3,73.088,151.6,322.57,37.742,28.721,227,242.28,243.06,243.06,242.82,242.52,158.12,70.625,10.709,155.75,51.11,19.009
29.861,165.44,239.19,1.3287,6.5714,2729.3,74.922,155.18,327.08,41.135,29.123,229.27,243.92,244.76,245.24,244.67,245.04,160.88,71.23,10.959,155.77,52.427,19.115
29.536,165.44,236.93,1.3287,6.5714,2703.7,79.07,159.39,324.72,39.378,29.657,235.12,250.24,250.29,250.57,249.95,249.97,164.38,74.625,10.962,155.77,52.486,19.12
28.467,165.53,235.19,1.3743,6.6477,2712.8,78.119,157.23,330.12,40.785,28.753,232.33,248.12,247.45,247,247.94,247.99,163.87,73.885,10.945,156.87,48.882,18.958
27.96,161.99,235.95,1.438,6.737,2711.7,63.359,141.74,328.63,43.829,28.753,218.73,233.53,233.24,233.74,233.3,233.07,150.47,61.125,10.756,153.57,48.561,17.972
27.842,164.13,236.69,1.3287,6.564,2711.7,96.896,169.78,313.41,41.603,28.52,251.38,266.84,266.43,266,266.32,266.96,176.5,93.545,10.786,155.94,48.255,19.574
27.897,164.13,236.69,1.3287,6.8144,2718.3,83.047,162.51,333.35,42.175,29.03,237.76,252.12,253.25,253.12,252.65,252.75,168.16,79.125,10.748,157.12,48.207,19.159
27.411,164.09,236.58,1.3287,6.8279,2700,85.924,166.18,325.35,38.482,29.742,241,256.68,255.41,255.72,256.18,256.13,172.81,83.875,10.755,155.48,48.442,19.234
27.646,162.12,235.02,1.3287,6.7826,2674.2,84.193,165.97,331.19,43.674,28.481,238.66,255.34,254.54,253.89,254.45,253.87,169.71,81.165,10.764,152.4,48.582,19.349
27.178,163.06,235.02,1.3287,6.872,2694,83.112,162.15,316.82,44.741,28.481,237.8,252.27,253.16,252.26,252.78,252.18,168.25,81.113,10.763,149.03,48.548,19.381
27.105,162.67,234.9,1.3287,6.7114,2686.5,89.199,166.77,325.19,40.631,30.176,243.89,259.06,258.62,258.82,258.76,258.61,174.5,87.2,10.791,147.77,48.375,19.573
27.276,161.46,234.19,1.3287,6.6712,2663.8,89.858,166.77,352.56,40.79,30.176,245.27,259.5,259.92,260.23,260.13,260.3,174.15,85.974,10.787,147.37,48.391,19.571
27.134,163.15,238.38,1.2837,6.7358,2693.6,86.68,169.36,329.21,40.79,28.543,240.71,259.5,259.5,255.07,259.5,255.34,171.39,85.829,10.773,147.46,48.439,19.463
27.24,162.51,236.27,1.3287,6.7778,2691.8,89.074,169.47,307.64,37.772,29.542,243.59,260.17,254.56,255.07,255.5,259.26,171.39,85.829,10.824,146.94,48.425,19.463
29.549,162.61,237.54,1.2837,6.8805,2688.2,85.187,164.71,320.17,38.236,27.839,240.21,255.97,254.07,254.77,255.07,254.63,171.14,82.708,10.704,146.97,53.188,19.502
29.341,161.39,237.53,1.2837,6.5154,2664.9,66.941,148.19,319.02,38.327,30.317,221.58,238.36,237.31,237.55,237.25,237.24,153.28,63,10.669,146.42,52.903,19.002
29.052,161.73,234.94,1.2837,6.7815,2663.8,69.462,149.55,324.31,40.38,28.653,224,239.45,237.88,239.17,239.42,239.21,154.79,65.5,10.685,145.45,52.467,18.972
29.025,158.22,234.64,1.2837,6.5685,2624.3,46.162,127.51,324.31,29.742,25.982,202.05,216.74,216.19,216.86,216.45,217.02,136.59,45.365,10.541,144.32,52.47,18.534
28.946,160.13,234.3,1.2837,6.5939,2642.1,46.341,125.98,324.42,28.668,24.975,201.36,216.07,216.7,215.35,215.51,216.04,133.51,44.25,10.625,144.16,52.782,18.591
29.63,162.09,234.3,1.3209,6.8112,2674.3,60.413,139.91,329.53,36.141,27.388,214.39,229.07,229.61,229.72,228.9,229.2,147.5,58.25,10.68,148.84,52.928,18.592
29.805,162.9,233.94,1.3287,6.7539,2679.7,56.618,137.3,328.05,35.794,26.808,211.59,226.77,227.16,226.57,227.04,226.71,147.5,53.5,10.602,151.5,52.467,18.915
29.55,161.57,236.02,1.3287,6.662,2668.8,61.789,141.75,322.94,36.569,28.027,216.17,231.87,230.81,231.24,230.81,231.77,147.94,57.25,10.643,149.88,52.368,18.92
29.631,160.9,235.59,1.3287,6.8044,2650.1,62.141,142.44,326.57,35.339,30.188,216.17,233.01,231.99,233.19,230.9,232.8,147.82,58.975,10.634,149.86,51.003,18.836
29.417,160.05,236.41,1.3287,6.7832,2644.2,61.493,141.99,327.21,35.81,27.311,216.15,233.01,231.05,230.87,230.9,232.8,146.38,58.375,10.614,149.99,50.457,18.795
29.325,161.34,238.86,1.2837,6.8214,2671.5,63.489,142.09,319.92,33.422,27.699,218.92,233.23,233.8,233.77,233.74,232.99,146.67,58.5,10.621,147.2,50.823,18.805
29.045,159.5,235.66,1.2837,6.5423,2638.8,62.068,142.09,323.22,34.121,28.762,217.51,232.03,230.55,233.77,231.7,231.55,146.67,58.875,10.612,145.67,50.601,18.805
29.43,158.94,233.79,1.2837,6.7654,2620.7,63.918,143.2,327.02,35.709,29.936,218.35,234.38,232.21,233.84,233.41,233.47,146.77,62.125,10.609,144.2,50.601,18.626
29.119,158.33,233.42,1.2837,6.6409,2620.2,47.68,127.3,327.01,32.263,27.843,202.88,217.78,217.79,218.35,217.54,218.11,134.5,45.125,10.642,142.54,50.489,18.557
29.119,158.54,208.63,1.081,6.6081,2620.2,51.63,131,327.01,29.437,28.288,205.53,220.94,221.22,221.27,220.4,220.25,136.88,49.375,10.422,147.77,50.206,18.557
29.182,160.69,208.12,1.0653,6.8278,2666.9,77.908,157.66,326.94,56.145,30.532,233.7,247.91,248.26,248.7,248.47,249.5,164,73.875,10.519,151.63,50.584,19.103
28.877,160.75,206.77,1.0653,6.719,2667.3,81.667,161.01,330.2,40.32,29.318,236,250.15,251.09,251.83,251.44,251.58,167.85,77.375,10.45,150.46,50.658,19.454
29.344,160.54,208.96,1.0204,6.5972,2658.4,85.12,164.25,324.4,37.002,29.848,239.36,254.34,254.91,254.51,254.62,254.34,171.25,80.143,10.453,150.99,53.918,19.636
26.437,157.99,214.78,1.0204,6.572,2622.7,77.192,156.61,331.49,40.901,29.687,232.74,247.75,246.95,247.28,247.5,247.19,163.45,74.375,10.42,149.51,48.013,19.096
26.233,158.74,242.25,1.0653,6.765,2622.7,81.755,162.9,332,52.087,29.242,237.11,252.55,251.72,250.87,251.36,251.38,169.67,79.125,10.397,146.78,47.719,19.479
25.287,154.95,238.08,1.0653,6.511,2545.5,67.196,145.94,332,36.887,28.297,221.88,236.87,237.29,236.61,237.29,236.39,153.13,63.125,9.9957,141.09,46.322,18.843
25.508,153.52,238.14,1.0056,6.3897,2540.5,62.767,143.37,326.04,36.176,29.469,217.28,232.79,233.34,232.51,232.27,232.51,150.25,59.25,9.8996,140.24,46.208,18.373
24.642,153.84,236.76,1.0056,6.3792,2526.9,64.362,143.87,333.78,37.455,27.904,219.39,233.93,234.09,233.6,234.09,233.95,149,57.875,9.949,140.05,45.516,18.478
25.14,153.26,238.53,1.0056,6.3792,2531.9,100.11,172.29,350.12,62.147,29.191,277.2,291.93,293.32,294.31,286.2,287.43,183.88,97.125,9.8674,140.75,46.04,20.06
30.183,173.99,295.69,1.5625,7.105,2889.9,75.574,155.14,319.29,42.337,29.481,230.36,245.52,246.37,244.95,245.29,245.56,167.05,73.125,10.383,156.64,46.645,17.406
28.853,173.38,298.34,1.3813,7.091,2857,81.723,161.99,326.64,36.257,25.33,236.85,251.82,251.65,252.58,252.4,252.53,172.13,77.391,10.637,155.75,48.436,17.496
28.123,171.08,297.81,1.3392,7.0662,2828.6,82.47,161.89,329.11,41.155,26.076,237.2,252.15,251.74,251.79,251.76,251.72,169.04,78.742,10.588,152.82,48.45,18.233
27.877,176.16,300.6,1.3287,7.232,2904.5,93.16,169.72,328.91,47.91,28.604,249.17,263.87,264.22,263.97,264.13,264.24,179.88,89.284,10.586,151.77,49.059,18.47
28.014,177.53,303.8,1.3287,7.3305,2936.5,94.128,170.88,336.73,51.849,28.383,248.24,263.38,264.07,263.11,263.64,263.5,178.25,91.375,10.608,153.03,48.575,18.462
28.172,173.57,296.86,1.3287,7.0888,2861.4,76.008,153.76,320.77,37.703,27.991,230.07,245.01,245.69,244.84,245.05,244.74,164.71,73.5,10.623,153.87,48.59,17.906
27.837,173.91,302.62,1.3743,7.2595,2913.4,77.583,157.57,322.91,37.954,26.255,231.76,247.1,247.06,246.66,247.21,247.05,165,74,10.632,153.37,48.434,18.346
28.432,173.91,299.01,1.3743,7.2572,2874.8,67.761,148.11,321.8,37.954,26.952,223.49,238.07,237.26,238.09,237.87,237.84,157.36,65.277,10.689,155.01,48.79,18.204
28.842,175.44,299.72,1.3743,7.2572,2901,60.083,172.31,327.97,38.27,23.883,215.2,229.8,230.33,229.63,229.75,229.78,173.26,56.625,10.851,157.57,49.614,18.495
30.477,175.44,303.78,1.4077,7.481,2901,79.109,170.97,327.97,37.642,29.21,233.82,248.83,248.54,248.85,248.62,248.83,174.87,73.5,11.235,164.98,51.385,19.028
30.717,175.31,303.74,1.4719,7.0546,2889.4,78.599,170.97,329.09,37.736,28.204,234.16,248.57,248.87,249.36,248.2,248.96,177.01,75.392,11.272,164.98,51.385,18.815
30.569,177.68,303.74,1.4719,7.3193,2927.9,72.248,171.16,324.95,37.736,27.093,227.44,242.52,241.7,242.02,241.92,242.32,176.18,68,11.254,164.7,51.391,18.721
30.423,180.88,304.63,1.4719,7.34,2990.2,73.062,169.86,325.9,36.882,27.757,228.16,243.78,242.75,243.13,242.88,243.21,174.18,68.5,11.287,166.19,51.908,18.843
30.459,179.18,303.97,1.4719,7.34,2970.1,73.157,169.16,331.75,40.766,29.441,227.66,243.77,243.52,243.46,243.71,243.45,175.06,67.625,11.228,165.44,51.801,18.869
30.459,177.46,316.91,1.4719,7.2557,2931.5,83.755,170.67,328.61,42.261,30.239,238.02,253.35,253.62,253.32,253.5,253.79,176.6,81,11.235,164.13,51.517,18.814
30.148,176.59,335.12,1.427,7.1945,2912,96.82,169.87,335.74,62.972,30.239,250.79,265.94,265.62,265.5,265.64,266.22,179,92.625,11.101,161.54,51.036,18.828
29.222,172.1,330.73,1.427,7.033,2856.1,97.82,170.08,325.56,48.376,30.176,253.47,268.53,268.44,268.24,268.72,268.25,179.04,93.79,10.824,154.97,49.455,19.039
29.222,172.01,331.36,1.427,7.1436,2839,94.271,170.09,319.7,44.538,28.711,249.8,264.42,264.35,264.02,264.27,264,178.25,92.875,10.692,151.4,49.022,18.688
29.316,176.53,318.25,1.427,7.1865,2914.4,99.839,169.96,328.57,49.672,29.128,260.13,275.2,274.45,274.94,274.55,274.74,180.88,96.25,10.592,156.66,48.035,19.243
29.759,176.93,318.96,1.427,7.26,2927.1,99.982,170.02,328.21,51.717,28.873,262.2,276.84,276.92,277.51,276.84,276.7,180.9,97.5,10.503,157.66,47.794,18.867
29.817,173.31,315.38,1.427,7.1427,2879.9,99.885,169.78,330.43,51.17,28.808,260.83,276.02,275.93,275.86,276.25,275.82,182.38,97.375,10.457,158.47,47.228,18.712
28.459,165.77,306.96,1.3287,6.838,2746.8,99.957,169.44,328.67,53.197,29.807,263.77,279.55,277.92,278.01,278.2,277.11,183.63,96.5,10.423,149.35,47.22,18.783
27.347,165.56,305.9,1.2837,6.6086,2666.8,100.23,169.87,328.67,58.032,30.005,267.36,282.4,281.49,281.96,280.79,280.16,184.38,95.875,10.224,143.51,46.945,18.582
26.684,165.56,308.12,1.2837,6.7837,2723.5,86.251,170.89,328.03,44.483,28.34,240.72,256.07,255.79,255.25,255.79,255.7,179,83.375,10.217,143.49,45.928,18.237
27.035,163.34,308.38,1.2837,6.8286,2705.9,95.88,169.6,329.33,49.93,29.052,250.93,265.8,265.16,265.63,265,265.44,179.75,93.443,10.217,145.46,46.215,18.273
27.032,157.15,297.4,1.3227,6.5099,2597.7,73.212,169.91,325.24,39.153,26.999,228.02,243.44,242.86,243.63,243.58,243.75,175.5,70.5,10.073,146.98,45.978,17.912
27.116,157.06,297.11,1.2837,6.5099,2590.4,83.014,170.54,325.48,41.33,26.266,237.47,252.35,251.8,251.9,252.65,252.23,177.75,80.453,10.079,145.98,45.637,18.363
27.05,158.67,302.47,1.2837,6.519,2624.4,87.506,170.04,328.58,46.998,29.343,241.86,257.4,257.57,257.15,257.2,257.31,178.69,84.125,10.079,146.29,45.684,18.385
27.055,159.31,300.68,1.3118,6.529,2631,77.676,169.85,332.02,46.998,29.135,232.22,247.61,247.14,246.69,247.19,246.31,177.5,72.104,10.063,144.3,45.747,18.304
27.152,158.43,301.67,1.3287,6.529,2637.5,56.987,169.85,299.37,47.085,29.135,211.28,227.46,228.81,226.86,227.2,227.03,170.5,54.375,9.9061,144.37,44.583,18.304
27.224,164.3,306.76,1.3287,6.8447,2712.3,97.542,170.01,327.12,47.564,28.442,253.38,267.87,268.13,268.46,267.71,267.98,183.25,95.125,10.118,144.37,45.473,18.356
26.788,163.33,305.49,1.2837,6.8447,2698,85.447,168.76,334.95,46.827,27.785,240.03,255.32,255.51,254.87,254.94,255.05,177.97,82.875,10.015,144.19,45.191,17.982
22.636,163.33,305.53,1.276,6.8495,2698,89.982,170.39,330.75,45.287,29.001,245.59,260.34,260.55,261.02,260.54,260.72,178.25,86.875,10.016,142.6,37.371,18.18
23.319,163.11,305.53,1.276,6.6699,2696.2,78.419,170.66,313.93,44.854,28.084,232.66,247.96,248.39,247.26,247.86,247.42,176.88,74.125,9.96,147.64,38.785,18.077
27.812,162.95,304.2,1.276,6.7634,2686.1,80.325,170.72,322.38,44.854,28.728,249.47,249.75,249.28,264.5,249.86,264.88,180.5,91.875,9.8565,144.08,46.088,17.906
27.233,155.33,298.92,1.276,6.5191,2584.5,80.325,171.27,310.32,39.011,27.867,235.26,249.75,249.28,249.95,249.86,249.98,177.88,78.625,9.6747,139.34,45.033,17.653
26.29,154.51,294.9,1.276,6.2679,2552.4,83.823,169.37,316.14,39.763,27.714,237.94,253.48,252.3,253,253.25,253.18,179.25,79.875,9.6118,137.64,45.033,17.452
27.017,160.25,303.81,1.276,6.6702,2645.4,72.166,170.2,327.94,39.27,26.926,226.54,241.9,242.4,241.11,241.35,241.53,176,69.681,9.8316,140.18,45.033,17.441
27.07,158.3,301.4,1.276,6.5342,2625.5,73.068,169.76,319.9,37.718,26.449,227.53,243.06,242.34,243.21,242.87,242.87,177.27,70.25,9.8189,139.95,45.152,17.446
27.126,158.99,300.29,1.276,6.4539,2617.7,75.158,169.76,324.61,39.867,27.224,229.33,245.15,245.72,244.88,245.69,245.25,177.75,72,9.8455,140.77,44.875,17.303
27.174,158.81,299.81,1.276,6.5008,2622.8,79.368,169.84,325.6,40.124,26.882,233.21,248.62,248.95,247.86,248.53,248.26,177,75.433,9.7942,139.7,45.111,17.718
27.25,158.61,298.68,1.276,6.4811,2616.2,73.326,169.61,322.17,39.435,28.12,227.76,243.04,243.26,243.11,243.41,243.22,176.57,74.989,9.8078,141.62,45.149,17.563
27.405,157.75,300.62,1.276,6.5455,2603.5,76.868,169.66,322.42,39.123,28.566,231.57,246.17,246.26,246.76,246.3,246.43,176.66,74.989,9.8412,140.96,45.223,17.596
27.936,154.32,296.76,1.276,6.3237,2545.7,60.022,170.69,330.11,38.656,27.75,213.8,230.1,229.4,229.37,229.94,229.94,173.97,56.875,9.7875,142.34,45.631,17.304
27.302,156.43,297.65,1.276,6.415,2584.9,60.022,167.62,323.61,35.837,26.861,211.25,230.1,226.62,229.37,229.94,229.94,170.72,53.375,9.8599,143.22,44.917,17.441
27.392,158.59,299.93,1.276,6.543,2622.1,60.108,169.7,336.59,39.196,26.303,215.07,230.29,230.48,229.79,230.2,230.19,172.77,58.125,9.8244,141.32,44.724,17.215
30.199,175.97,319.42,1.4572,7.2408,2901.6,99.034,166.18,338.25,39.196,30.516,255.38,270.87,273.07,271.55,276.8,277.1,178.32,96.875,10.088,159.96,45.214,16.984
30.679,176.43,318.7,1.4115,7.1936,2900.7,67.334,157.17,319.74,37.962,29.685,221.8,237.26,237.69,237.34,237.57,237.36,163.26,63.875,10.029,159.45,46.491,16.929
30.882,176.43,317.44,1.4115,7.1505,2882.8,67.334,157.17,343.04,38.161,28.492,221.8,237.26,237.69,237.34,237.57,237.36,148.63,47,10.06,159.65,46.296,17.175
30.393,176.54,314.62,1.4115,7.2203,2909.5,69.401,159.28,324.05,41.034,31.749,224.08,239.4,239.21,238.67,238.89,238.76,167.36,67.75,10.1,159.65,46.207,16.816
30.521,176.54,313.93,1.4115,7.1759,2898,68.735,159.32,323.25,39.924,26.978,222.91,238.2,237.81,238.13,237.87,237.55,167.13,67.625,10.035,159.49,46.207,16.816
30.214,176.74,316.3,1.4115,7.1759,2911.5,71.549,160.99,320.73,43.087,27.908,227.19,241.8,242.33,242.16,241.77,242.03,168.5,72.25,10.116,159.17,46.185,16.811
30.223,176.28,316.22,1.4115,7.1746,2917.7,75.711,165.38,314.88,41.089,28.263,230.28,245.34,245.02,246.27,245.76,245.62,172.38,72.875,10.119,159.2,46.263,17.113
30.496,176.57,317.65,1.4572,7.2674,2925.3,54.527,145.14,328.1,36.991,27.339,209.77,224.62,224.96,224.81,224.72,224.88,153.38,52.25,10.076,158.48,46.49,16.48
27.124,164.99,213.39,1.111,7.0011,2708.4,56.618,141.87,330.91,37.325,26.331,206.12,221.62,221.35,221.51,221.82,221.57,148.7,56.625,10.076,156.43,45.089,17.248
27.937,166.11,216.54,1.0653,7.0136,2761.2,98.865,170,326.26,46.636,26.269,246.92,262.14,260.74,262.4,261.77,261.37,180.38,93.5,10.099,154.09,46.819,18.863
27.993,166.23,216.5,1.0583,7.1212,2765.2,82.715,167.37,320.11,41.961,25.467,232.59,248.03,247.68,247.42,247.93,247.53,171.92,80.25,10.101,152.92,47.425,18.387
28.075,166.23,217.01,1.0583,7.1212,2741.3,80.582,165.86,323.6,40.259,26.458,230.54,245.89,245.78,247.27,245.9,246.2,174.32,79.875,10.101,151.01,47.266,18.618
27.722,162.56,213.9,1.0583,7.1212,2688.3,82.348,166.76,319.02,38.522,26.164,232.19,247.09,245.66,247.27,247.19,247.09,173.88,79.875,9.8947,148.29,46.614,18.33
27.722,167.96,214.19,1.1032,7.1436,2765.3,73.105,157.71,320.69,37.329,26.193,222.82,237.86,239.69,238.17,238.18,238.56,166.25,70.476,9.775,152.11,45.67,17.896
27.661,167.87,214.19,1.0506,7.0711,2716.5,66.469,147.26,321.87,30.971,24.362,221.26,237.15,226.66,226.3,237.12,226.64,154.71,62,9.6834,151.92,45.438,17.482
28.215,167.87,213.88,1.0506,7.0711,2779.5,77.014,156.19,322.78,35.55,25.334,221.26,237.15,237.3,236.24,237.12,236.77,163.43,74.272,9.9417,155.49,46.307,18.326
27.904,167.47,221.23,1.0506,7.0913,2778.4,98.82,169.81,334.93,48.98,26.327,257.56,272.28,272.49,272.39,272.46,272.4,182.46,97.875,9.9787,154.37,46.039,19.508
27.685,164.81,221.63,1.0506,6.9923,2715.2,93.701,171.03,326.27,43.151,25.549,238.76,253.95,253.38,254.05,253.97,254.06,178.25,87.75,9.8162,149.3,45.883,18.801
27.722,164.63,221.9,1.0653,6.9888,2731,82.869,162.62,321.21,37.499,26.158,227.81,243.13,242.74,241.94,243.28,242.47,169.17,78.75,9.8621,151.05,45.904,18.808
28.425,170.05,221.92,1.1074,7.2364,2798.7,88.206,168.63,324.45,39.611,26.547,233.39,248.52,247.69,248.08,248.35,248.08,175.63,83.81,10.155,153.74,46.791,18.904
28.718,170.12,222.42,1.111,7.2399,2818.6,90.886,169.52,324.06,40.37,25.729,235.75,251,250.79,250.14,250.74,250.79,177,87.875,10.303,155.57,47.416,19.132
28.262,163.7,224.89,1.0274,7.2474,2743.3,82.467,164.96,324.59,34.988,22.923,228.13,243.51,244.09,242.88,242.88,242.52,171.68,75.875,10.304,152.37,48.573,19.938
27.978,163.54,225.77,1.073,6.7752,2694.1,99.985,170.6,328.39,46.337,28.272,264.03,279.45,278.65,278.78,277.84,276.96,181.75,97.25,10.333,148.8,48.596,19.984
27.599,161.2,225.77,1.0653,6.9041,2651.5,92.181,168.08,314.26,45.568,28.279,237.73,252.42,251.86,252.33,252.34,251.96,175.65,86.25,9.6819,145.71,45.28,17.681
27.122,159.02,225.35,1.0653,6.744,2651.5,92.665,168.08,334.46,45.568,27.13,237.18,252.81,252.64,253.25,252.84,252.98,177.33,86.25,9.5668,144.01,44.618,17.681
26.657,160.04,225.68,1.0653,6.8195,2653.2,88.088,167.93,328,44.417,27.575,232.85,248.12,249.25,247.83,248.19,248.57,174.11,85.875,9.5679,144.25,44.651,17.667
26.553,159.79,226.26,1.0653,6.7582,2646.7,85.916,166.19,326.27,38.348,26.9,232.31,246.74,245.74,246.72,246.4,245.8,174.13,81.5,9.5862,145.11,43.918,18.13
26.47,158.69,228.32,1.0653,6.8667,2632.5,88.521,167.43,322.61,39.642,26.819,232.1,247.46,247.42,247.43,247.46,247.46,174.51,82.375,9.5812,144.06,44.146,17.783
26.73,160.27,218.86,1.0653,6.8289,2649.5,91.036,170.05,333.32,43.484,27.959,237.17,251.8,252.23,251.98,251.92,251.16,177.25,85.5,9.5812,143.52,44.569,17.82
27.144,162.43,212.52,1.0653,6.7617,2691.9,88.956,169.48,330.89,42.88,27.31,233.26,248.82,248.71,248.63,248.94,248.75,175.63,85.375,9.5791,146.39,44.603,17.755
27.214,162.25,212.56,1.0653,6.6732,2684.6,86.608,169.23,320.06,38.776,26.151,231.01,246.77,247.19,245.97,246.29,246.37,173.5,81.25,9.5637,146.4,44.796,17.658
26.607,159.04,218.61,1.0251,6.5642,2629,86.326,169.23,335.02,44.796,28.439,246.98,261.67,261.28,262.2,261.87,261.46,179.5,84,9.3856,144.12,43.899,18.089
27.726,164.22,216.3,1.111,6.9807,2637,92.351,170.29,335.02,46.833,30.554,246.98,261.67,261.28,262.2,261.87,261.46,179.5,91.125,9.4171,148.62,43.431,17.86
27.587,161.76,216.27,1.0653,6.8263,2637,80.762,170.29,335.03,48.078,30.443,246.4,260.85,261.08,261.32,260.73,260.74,178.88,78.25,9.1523,147.98,42.88,17.492
27.291,158.99,217.35,1.0583,6.607,2632.4,79.253,170.39,321.16,48.078,29.046,244.88,259.88,260.95,260.41,259.99,260.91,179.31,78.75,9.114,147.98,42.257,17.347
27.246,160.01,215.55,1.0583,6.7862,2646.3,83.877,170.57,328.54,48.321,29.046,248.24,263.61,263.36,263.95,263.64,263.35,181,82.625,9.0912,150.69,41.825,17.605
27.683,170.78,312.27,1.276,7.0382,2819.8,100.13,170.57,326.94,64.423,29.157,275.16,290.31,291.26,291.32,286.47,289.87,187.88,98.75,9.6975,150.03,44.613,18.048
27.615,166.21,294.25,1.2612,6.8647,2732.6,100.08,170.52,320.14,53.364,28.446,254.69,269.9,269.7,269.37,269.96,269.61,183,97.891,10.215,147.33,46.928,17.086
28.288,169.05,283.73,1.2612,6.86,2773,100.06,170.04,338.36,53.364,29.339,244.32,259.72,259.52,260.24,259.98,259.82,182.75,94.875,10.414,151.42,48.106,17.05
28.983,169.96,287.85,1.3069,6.9049,2802.1,99.533,169.87,326.21,53.263,27.254,250.56,265.49,265.14,265.01,264.98,264.36,182.75,96.5,10.537,153.02,49.061,17.324
29.105,170.61,289.31,1.3364,6.9954,2791.7,99.916,168.73,322.15,51.404,27.716,253.84,269.1,268.86,269.06,269.48,270.12,183.02,96.5,10.532,153.72,49.059,16.899
29.118,163.78,281.8,1.3364,6.7097,2693.7,100.61,169.04,318.66,42.157,27.108,246.34,261.66,261.71,261.12,261.68,261.99,182.66,96.125,10.489,153.78,48.165,16.835
