starch_mixing_tank23top_ply,pulp_to_mixing_tank23,power_power_station24,recycled_liquid_top_ply,sum_bleached_pulp,flow_after_machine_chest21,steam_pressure_group1,steam_pressure_group2,level_condensate_bucket1,level_condensate_bucket1_valve_position,level_condensate_bucket2_valve_position,steam_group3_pressure,steam_group4under_pressure,steam_pressure4_over,pressure_yankee_cylinder,steam_group5under_pressure,steam_pressure5_over,pressure_condensate_bucket2,pressure_condensate_bucket5,production_paper_machine2,dry_production_vira,total_starch_paper_machine2,steamflow
35.512,173.89,225.11,1.427,7.3494,2910.4,81.046,171.38,324.08,39.592,27.818,235.79,260.83,260.56,259.71,261.47,261.17,176.05,76.875,11.184,163.88,60.784,18.72
35.507,174.11,221.58,1.427,7.3632,2900.3,81.325,169.46,321.18,41.115,27.818,235.79,263.86,260.56,263.84,264.33,261.17,179.38,80.625,11.209,164.13,60.784,18.827
35.612,176.08,221.61,1.427,7.3899,2908.8,81.325,170.21,316.26,33.846,27.642,235.72,261.83,260.34,260.34,260.64,260.83,177.75,79.125,11.277,163.64,60.81,18.841
34.856,180.97,247.69,1.3813,7.8092,3000,59.765,148.98,318.26,30.026,22.065,194.76,220.08,220.3,220.17,219.43,219.29,153.62,56.877,11,169.65,59.334,18.929
34.988,184.92,247.38,1.3813,7.8092,3007.6,59.037,148.19,326.08,29.738,22.47,193.92,219.48,219.5,219.53,218.86,218.92,153.13,54.125,11.233,170.85,60.043,19.58
35.291,183.91,247.99,1.427,7.7757,3007.6,28.274,117.14,330.52,29.897,26.182,162.48,188.85,190.4,187.32,188.33,187.99,122.64,25.664,11.187,165.64,60.41,15.986
34.38,178.58,244.01,1.427,7.7748,2950.5,43.774,132.43,324.91,29.897,26.147,178.4,203.66,202.19,203.2,203.87,203.82,137.75,37.75,10.934,165.57,59.004,18.528
34.613,176.38,241.55,1.3743,7.4989,2909.6,60.106,150.11,323.97,35.054,23.917,195.01,221.13,220.65,219.85,220.29,220.37,152.25,56.25,10.997,162.67,59.403,19.082
34.613,176.06,241.59,1.3743,7.5547,2906.7,49.113,139.03,326.29,32.229,25.851,184.06,210.22,209.59,210.02,209.17,209.74,141.65,44.875,11.005,161.87,59.251,18.682
34.64,175.08,241.72,1.3743,7.5151,2889.6,52.234,141.57,333.56,37.804,25.851,186.06,210.22,212.91,211.43,211.72,211.43,145.36,47.75,10.926,161.96,59.168,18.902
34.768,177.18,232.12,1.4192,7.4791,2932.8,50.229,141.41,330.06,35.965,25.812,184.93,209.93,212.91,210.48,210.34,210.19,142.75,47.75,11.086,164.2,59.294,18.841
35.151,177.04,235.84,1.3813,7.4752,2938.4,52.78,142.44,323.16,37.049,25.812,188.47,213.72,213.2,213.27,213.03,213.52,146.25,48,11.084,164.26,60.003,18.685
35.1,176.8,233.52,1.3813,7.5741,2926.6,44.646,135.44,328.34,31.362,25.164,178.19,205.34,204.49,204.72,204.72,204.54,136.63,40.375,11.084,164.41,59.925,18.332
35.303,176.8,234.6,1.3813,7.4278,2927.5,65.958,156.21,330.63,39.082,25.595,201.47,227.18,224.24,225.73,226.26,225.83,158,60.875,11.086,165.14,59.982,19.191
34.792,176.71,232.38,1.3813,7.5171,2917.1,67.805,158.05,323.29,37.771,27.824,203.77,227.51,227.15,227.96,227.93,227.8,161.19,61.625,11.102,164.16,59.71,18.683
34.774,175.94,235.57,1.3813,7.5087,2916,73.803,163.29,325.91,39.492,27.874,207.93,233.52,232.92,234.68,233.64,233.64,167.63,67,11.024,163.81,59.439,18.841
35.105,175.78,230.87,1.3813,7.4177,2912.3,71.508,161.99,324.86,40.301,27.675,206.32,231.26,231.41,231.43,231.79,231.58,164,66.625,11.059,163.45,59.882,18.479
34.882,175.61,229.16,1.3813,7.341,2905.3,85.868,170.45,324.86,41.954,28.992,220.14,244.17,244.28,244.66,245.08,244.97,175,78.909,11.05,164.03,59.606,18.51
34.998,176.45,230.46,1.3813,7.3723,2919.8,86.685,168.7,323.98,39.004,30.047,221.9,246.45,247.12,248.09,246.53,247.06,175.49,81.5,11.009,164.67,59.735,18.51
34.781,176.16,232.57,1.3813,7.4059,2926.5,72.407,162.06,332.59,38.366,27.838,207.68,233.35,232.71,232.85,232.38,232.24,164.63,68.875,11.062,165.02,59.549,18.455
34.953,177.26,233.27,1.3813,7.4059,2942.7,75.956,166.97,316.22,34.943,28.062,210.19,236.58,237.07,235.45,236.3,236.26,169.88,69.625,11.063,164.61,59.777,18.386
34.953,178.23,231.58,1.3813,7.4148,2942,76.83,166.97,318.48,40.409,32.555,211.64,236.96,236.86,238.02,236.8,236.45,169.63,71.479,11.063,165.46,59.391,18.249
34.92,176.98,233.61,1.3813,7.4388,2930,79.465,168.66,323.73,39.557,29.724,214.13,239.86,239.94,238.99,239.78,239.46,172.13,71.479,11.063,165.63,59.602,18.413
34.941,177.45,231,1.3813,7.4533,2938.2,78.481,168.66,334.92,42.492,28.316,213.22,238.2,238.62,238.23,238.64,238.65,173.11,71.375,11.082,165.76,60.237,18.461
34.941,177.52,234.74,1.3813,7.592,2944.1,78.698,168.56,326.76,42.111,28.884,212.11,237.24,236.08,238.4,237.91,237.91,171.13,70.881,11.082,165.11,59.812,18.286
34.95,178.37,231.67,1.3813,7.3728,2934.9,74.343,168.56,329.46,42.111,29.954,210.84,235.44,234.58,235.19,234.85,234.87,167.75,69.446,11.087,165.58,59.665,17.954
34.959,175.97,231.07,1.3813,7.4535,2937.6,88.119,169.02,336.57,44.308,28.592,211.19,236.95,246.9,247.24,247.35,247.29,168.73,70.235,11.119,165.58,59.761,17.96
35.158,177.74,229.22,1.3813,7.4505,2944.7,77.564,166.72,317.84,34.994,28.654,211.19,236.95,236.78,237.46,237.12,237.06,168.73,70.235,11.045,165.67,59.991,17.96
35.148,179.57,232.44,1.3813,7.4505,2963.2,67.831,157.59,320.57,32.83,28.654,202.61,235.94,235.89,228.35,228.05,228.45,160,60.75,11.058,166.1,60.05,17.763
34.891,179.33,234.56,1.3813,7.4456,2973.4,74.785,163.86,330.96,42.419,29.339,209.66,235.94,235.89,234.86,234.92,235.08,166.63,67.625,11.1,166.29,59.781,18.065
35.096,179.25,235.07,1.3813,7.5247,2943.2,78.453,168.94,328.88,42.641,29.697,214.48,238.99,237.27,238.4,238.85,239.41,171.48,71,11.021,165.43,59.781,18.307
34.948,178.44,235.37,1.3813,7.5229,2948.2,82.542,170.25,322.59,38.839,28.203,217.29,241.69,242.82,242.1,242.26,242.1,174.63,74.75,11.058,165.41,59.772,18.492
35.011,177.01,238.27,1.3878,7.5229,2934.8,83.012,170.25,314.84,38.848,29.37,217.31,242.62,241.78,242,242.62,242.66,174.63,78.175,11.058,165.41,59.74,18.383
34.842,177.91,238.39,1.3878,7.3448,2936.3,85.413,170.36,328.29,39.654,29.409,220.12,242.62,242.4,244.55,244.83,245.43,172.75,79.375,11.058,164.95,59.578,18.425
34.797,176.51,236.57,1.3813,7.2601,2929.4,81.652,168.94,326.88,39.227,29.981,216.46,242.22,242.4,241.46,241.86,241.65,172.75,76.125,11.063,164.54,59.51,18.336
34.948,176.26,222.57,1.3813,7.5237,2927.9,78.734,167.85,322.98,34.895,28.185,216.15,238.45,237.88,241.3,238.26,238.12,171.84,74.088,11.11,164.11,59.909,18.079
35.096,175.41,222.38,1.3813,7.3579,2905.3,80.691,167.85,334.17,42.126,28.476,212.6,238.45,237.88,241.3,238.26,238.33,171.98,74.25,11.015,164.34,59.686,18.557
34.858,175.49,222.44,1.3813,7.3489,2912.1,78.021,167.7,318.46,37.414,29.423,212.6,238.32,237.75,238.03,237.88,238.33,170.63,74.25,11.039,164.49,59.427,18.297
34.782,175.59,222.25,1.3813,7.4662,2916.5,78.511,167.87,328.6,35.884,26.486,214.42,238.37,238.79,238.15,238.65,238.82,171.49,74.25,11.07,163.64,59.539,18.509
34.779,175.47,218.05,1.427,7.2575,2907.4,83.636,170.15,320.01,35.184,27.452,218.49,242.77,241.69,243.27,242.98,242.83,174.63,77.75,11.07,163.84,59.497,18.417
35.089,176.24,221.54,1.427,7.4277,2920.8,82.72,170.05,326.35,40.545,28.389,218.23,243.59,241.69,243.52,243.02,243.15,173.25,77.625,11.071,163.45,59.899,18.397
34.985,174.93,221.76,1.427,7.3198,2902.2,81.683,170.22,323.98,40.911,28.198,218.71,242.33,241.66,242.93,242.33,242.25,171.88,77.375,11.101,163.97,59.952,18.235
34.759,175.7,218.73,1.427,7.2608,2909.7,78.451,169.69,327.29,38.315,29.501,212.4,242.33,239.91,236.71,242.33,242.25,172.32,73.75,10.984,163.66,59.502,18.235
34.81,175.98,221.04,1.427,7.368,2913.3,82.437,169.69,319.87,39.774,30.33,217.43,242.73,242.97,242.02,242.48,242.52,174.25,78.125,11.049,163.36,59.586,18.328
35.02,175.55,221.96,1.4197,7.4582,2902.9,82.213,169.63,322.31,36.832,28.692,218.38,241.92,243.39,242.65,242.81,242.95,174.5,78.75,11.151,163.32,59.866,18.619
34.89,176.27,222.02,1.3813,7.324,2902.4,81.535,170.25,322.31,47.826,29.349,216.32,242.25,242.09,240.76,241.79,241.52,173.38,75.918,10.977,163.37,59.768,18.396
34.89,176.27,219.52,1.3813,7.4055,2898.6,84.868,170.05,321.41,40.607,31.3,219.77,244.44,245.27,244.64,244.86,245.41,173.38,79.578,11.052,163.43,59.953,18.311
34.857,175.34,218.85,1.3813,7.169,2911.7,84.868,169.95,322.57,38.404,31.3,218.1,243.37,243.4,242.57,242.69,242.66,173.38,79,11.052,163.46,59.7,18.169
34.943,175.22,218.67,1.3511,7.1333,2906.8,85.148,169.95,325.1,37.697,28.296,220.33,245.01,246.45,245.66,245.46,245.93,173.88,80,11.034,163.9,59.782,18.169
35.011,176.71,217.63,1.2907,7.2294,2914.5,79.633,169.23,331.77,41.061,29.559,215.59,239.45,240.58,240.35,239.82,240.14,172.5,79.75,11.067,162.98,59.939,18.112
34.851,175.83,217.63,1.3813,7.2139,2909.9,83.464,170.52,322.26,40.078,30.924,217.66,243.2,244.13,243.06,242.94,243.4,172.5,79.75,11.128,163.43,59.679,18.264
32.981,158.52,217.38,1.3047,6.7477,2625.9,51.316,170.43,322.26,31.459,33.146,191.33,211.63,244.13,211.5,210.53,243.4,172.5,79.75,10.503,147.04,58.171,15.35
31.351,158.13,230.48,1.2837,6.7333,2609.8,89.396,170.43,322.45,42.53,29.94,229.77,248.71,249.56,249.07,248.86,247.99,173.13,83.875,10.398,146.31,55.93,17.225
31.359,156.54,228.3,1.2837,6.5553,2589.9,78.361,169.09,321.93,41.819,28.599,219.03,248.02,239.29,238.98,247.73,247.66,170.14,83.875,10.435,146.29,55.947,17.14
31.359,156.68,231.24,1.231,6.6177,2603.8,87.559,168.74,326.2,41.819,28.761,227.44,248.02,247.54,247.57,247.73,247.66,171.86,83.875,10.358,145.67,55.947,17.159
31.409,156.68,231.26,1.2747,6.6742,2598.3,88.419,170.72,323.68,38.462,28.761,227.85,247.35,247.29,246.88,248.45,247.54,172.56,82.383,10.378,145.99,56.093,17.164
31.67,158.11,231.23,1.276,6.6791,2616.7,86.751,170.43,322.47,43.025,29.591,224.94,246.03,245.96,245.61,246.15,245.51,172.25,81.533,10.466,145.5,56.61,17.158
31.461,158.14,233.78,1.276,6.8016,2625.2,98.385,169.27,321,41.729,29.591,238.87,258.48,258.93,258.9,257.96,258.74,174.81,91.5,10.403,145.23,56.389,17.485
31.434,158.14,233.76,1.276,6.7827,2605.8,96.303,171.05,320.98,39.39,29.493,235.65,255.74,255.87,255.83,255.86,255.95,174.01,90.875,10.425,146.16,56.237,17.345
31.761,156.66,230.74,1.231,6.5553,2588.1,94.517,169.94,331.32,40.64,29.493,233.53,254.09,253.76,253.32,254.09,253.7,175.13,87.625,10.426,145.37,56.568,17.165
31.506,156.84,230.12,1.231,6.7085,2591.6,85.304,168.21,316.23,37.314,29.537,225.05,245.73,245.2,245.48,245.77,244.95,173.13,80.5,10.383,145.23,56.361,17.26
31.251,157.23,233.2,1.276,6.6812,2594.4,88.462,169.68,327.37,42.324,28.195,228.64,248.37,248.41,248.15,249.16,248.57,174.63,85.5,10.448,144.63,56.063,17.125
31.361,158.83,232.09,1.269,6.6555,2609.7,88.175,169.9,322.85,38.479,27.401,228.2,247.6,248.62,247.45,248.23,247.24,174.63,83.165,10.477,144.08,56.234,17.341
31.361,159.08,230.24,1.2381,6.8753,2634.1,99.793,169.9,322.85,39.742,29.283,228.2,247.6,248.62,247.45,248.23,247.24,174.63,83.165,10.488,145.57,56.522,18.522
31.348,159.12,233.48,1.2381,6.897,2632,85.984,169.9,322.27,39.742,25.883,226.13,246.36,246.22,245.63,245.48,245.75,174.25,81.372,10.37,145.62,56.374,18.082
31.328,159.74,233.58,1.2381,6.7006,2639.1,84.584,169.97,322.94,39.196,26.53,223.73,243.55,244,244.32,243.73,244.12,174.13,79.547,10.445,145.16,56.358,18.082
31.564,158.76,234.25,1.2381,6.756,2627.3,93.138,169.97,334.06,49.304,28.433,232.96,253.83,253.4,254.32,253.72,253.99,173.98,89.29,10.458,145.85,56.508,18.105
31.567,158.23,229.82,1.3237,6.8387,2603.6,98.895,169.92,352.31,55.558,28.395,239.66,259.74,260.17,259.96,259.75,261.34,173,95.111,10.516,145.56,57.12,18.208
31.567,157.93,230.43,1.2233,6.6039,2612.2,100.42,170.57,310.37,43.799,29.316,250.45,269.7,269.66,270.42,269.68,269.16,174.36,94.875,10.447,146.94,56.341,18.207
31.692,158.06,232.8,1.2233,6.5645,2611.2,99.977,170.13,310.37,46.737,30.783,254.84,274.43,274.62,274.12,274.48,274.3,177.88,95.625,10.479,145.94,56.56,18.125
30.856,151.9,227.48,1.269,6.5041,2511.7,77.162,167.12,329.02,42.767,26.91,207.35,225.05,225.89,225.98,224.68,225.29,168.25,70.5,10.1,141.02,54.97,16.518
29.572,145.93,225.37,1.1784,6.333,2422.3,57.262,147.26,329.02,33.12,26.978,186.86,207.57,206.13,205.86,206.06,206.39,151.27,52.5,9.7135,136.6,52.686,16.518
29.355,146.42,224.9,1.1784,6.2645,2422.8,60.056,149.99,326.61,32.531,24.416,190.04,209.5,209.84,210.09,209.58,209.19,153.5,52.625,9.7529,136.89,52.485,16.553
29.308,147.4,229.14,1.1784,6.2371,2418.7,58.145,149.29,324.85,35.384,24.627,189.34,208.68,207.88,209.31,208.82,207.61,149.88,53.25,9.8266,136.24,52.468,16.469
28.248,139.62,226.17,1.118,5.8931,2293,50.043,140.81,322.18,31.066,26.764,180.47,200.69,201.38,201,200.7,200.66,142.88,46.043,9.8164,129.12,53.001,15.883
28.248,139.46,227.29,1.073,6.0453,2302.6,61.589,152.3,322.18,40.326,25.634,191.52,211.91,211.48,212.21,212.13,211.8,153.9,56.125,9.8193,129.86,53.287,16.821
28.253,140.84,227.6,1.1408,6.0885,2304.6,64.461,153.72,319.92,34.513,26.168,195.66,214.78,215.09,213.92,215.03,214.5,157.37,56.75,9.75,129.61,53.112,16.588
28.149,140.19,227.69,1.118,5.9509,2304.6,66.494,155.99,318.96,36.546,28.067,196.46,216.52,217.63,216.79,216.43,217,159.63,62.125,9.7839,129.77,52.901,16.581
28.122,140.19,227.7,1.118,5.9929,2320.7,63.664,152.91,332.09,37.619,29.039,193.05,213.52,213.04,213.2,213.47,213.53,156.38,57.875,9.8108,130.53,52.978,16.355
28.341,140.37,227.76,1.1772,5.9929,2311.3,58.237,148.13,321.46,30.722,27.165,189.03,208.44,208.84,208.43,208.21,208.76,149.5,53.875,9.8384,130.37,53.28,16.177
28.43,140.86,227.31,1.1963,5.9996,2316.3,72.21,161.55,326.64,39.525,27.666,202.08,221.97,221.98,221.97,222.54,222.21,165.55,67.375,9.7566,130.33,53.307,16.786
28.037,140.99,227.99,1.118,6.0038,2320.8,63.162,153.42,322.95,34.998,25.433,194.44,214,213.91,214.05,214.22,213.82,155.81,56,9.767,130.27,52.973,16.539
28.127,138.67,229.23,1.111,6.0615,2295.6,61.818,151.23,323.31,34.651,26.741,192.02,212.32,212.78,212.86,212.08,212.04,155.31,56,9.7681,130.27,52.975,16.343
27.999,138.12,226.3,1.111,5.9373,2287.9,64.307,110.46,323.31,34.036,19.985,148.92,168.74,168.21,168.68,169.22,168.57,111.91,54.25,9.7681,128.1,52.67,16.387
27.883,138.35,227.6,1.111,5.8814,2286.7,72.276,119.71,325.44,34.036,22.069,157.36,178.04,179.14,177.58,178.54,177.24,118.75,62.875,9.7372,129.13,51.687,17.035
27.883,140.22,226.83,1.118,6.0993,2304.1,83.72,127.42,327.14,39.394,24.071,169.45,189.24,188.68,188.13,188.83,189.03,130.14,74.875,9.7372,129.02,52.218,17.284
28.03,138.89,226.47,1.118,6.1008,2306.1,78.845,123.43,321.34,35.721,24.071,165.15,184.3,182.79,183.84,184.48,184.2,126.4,71,9.7399,129.37,52.468,16.591
27.662,138.55,229.04,1.118,5.9945,2286.7,79.8,125.93,325.79,37.743,24.033,164.31,184.95,184.66,184.17,186.44,184.77,125.51,71.125,9.7093,128.76,52.42,16.999
28.529,145.35,230.24,1.118,6.148,2381.5,100.14,150.02,326.15,50.743,23.929,191.39,211.38,211.89,212.27,211.23,212.13,151.34,91,10.091,134.17,53.82,18.268
28.832,143.93,229.59,1.1636,6.2215,2379.7,99.93,149.53,325.66,49.083,26.479,189.23,210.34,210.69,208.96,209.52,210.09,150.34,91,10.112,133.14,54.416,17.52
28.985,143.42,229.92,1.1636,6.2882,2387,99.65,158.87,323.94,46.818,29.147,196.24,216.57,216.39,215.37,216.72,215.94,158.96,91,10.112,134.52,54.416,17.851
29.054,144.39,229.18,1.1636,6.1417,2371.9,100.42,159.89,324.35,47.265,27.302,198.47,217.97,218.45,218.56,218.71,218.56,159.75,91,10.11,134.13,54.374,17.917
28.922,144.59,231.01,1.1636,6.143,2373.6,99.985,153.01,326.49,46.951,30.836,192.76,213.74,213.38,213.13,213.24,213.09,153.38,91,10.104,133.54,54.541,17.472
28.922,142.9,227.8,1.1636,6.2171,2368.6,99.472,150.18,320.85,44.946,25.186,191.84,212.13,211.67,211.45,211.63,211.88,152.29,91,10.104,133.5,54.541,17.697
28.926,143.4,230.16,1.1636,6.0758,2367.4,100.59,157.54,325.51,45.512,28.512,195.71,215.46,214.99,215.9,215.29,215.95,157.47,91,10.103,132.77,54.543,18.003
31.455,165.45,224.98,1.3464,7.0148,2730.2,99.988,168.78,324.78,42.21,33.79,206.65,226.57,226.59,226.37,226.7,226.73,166,91,11.129,153.61,56.72,17.927
33.771,164.92,223.47,1.3139,7.1162,2732.7,100.26,170.24,324.78,48.379,32.097,209.61,229.88,229.49,230.46,229.69,229.84,170.76,91,11.101,153.27,59.96,19.34
33.589,164.38,225.88,1.3287,6.9264,2732.7,98.124,169.2,324.78,43.456,24.523,218.74,238.53,238.11,238.15,238.2,238.23,173.07,91,11.088,152.85,59.999,18.472
33.73,165.21,224.09,1.3287,6.9875,2733.3,94.864,169.78,325.55,40.463,25.057,220.88,240.43,240.16,240,239.9,240.02,174.5,86.875,11.111,153.11,60.001,19.567
33.29,164.54,223.82,1.3287,7.1822,2730.3,99.928,169.94,334.21,52.516,28.186,221.9,241.62,240.36,241.23,252.47,240.91,175.9,94.875,11.095,153.53,59.469,19.403
33.837,165.36,223.89,1.3287,7.2773,2727.3,95.681,170.76,338.99,46.61,27.083,221.9,241.62,240.36,241.23,241.87,240.91,174.25,88.165,11.095,153.59,60.319,19.403
33.727,165.37,223.89,1.3287,7.0407,2727.4,93.609,170.53,325.94,40.606,26.668,218.08,238.39,238.55,238.01,237.84,238.11,173.25,85.75,11.095,154.01,60.242,19.407
33.729,164.99,224.62,1.3287,7.2119,2730.8,99.755,170.59,327.65,49.943,27.179,226.61,247.52,246.48,246.59,246.79,246.54,173.25,93.75,11.05,153.15,59.898,19.407
33.972,164.87,226.09,1.5272,7.178,2723,100.14,170.06,315.36,46.31,29.744,239.55,260.18,260.06,259.4,260.18,259.52,176.25,94.875,11.117,153.75,59.846,19.434
33.573,165.19,225.31,1.3743,6.9591,2723.7,99.887,168.84,314.34,46.019,30.094,237.36,256.09,257.07,257.47,256.74,256.86,176.13,95,11.149,153.56,60.087,19.523
33.54,165.42,225.31,1.3743,7.0171,2733.7,99.826,169.79,325.81,45.712,28.144,229.97,249.57,249.45,250.09,249.52,249.89,175.63,91.791,11.071,153.46,59.722,18.955
33.668,165.72,225.08,1.3743,7.1573,2741.9,98.17,170.23,326.03,43.458,28.817,223.19,243.16,243.37,243.18,242.89,242.78,173.74,88.75,11.118,153.4,59.6,19.036
33.78,164.01,224.51,1.3743,7.3365,2742.5,100.15,170.27,323.79,48.104,30.212,236.57,256.12,256.58,255.47,256.26,256.28,176.13,95.209,11.14,153.32,59.924,19.621
33.803,164.01,217.12,1.3287,7.0321,2736.3,99.481,170.2,340.47,52.156,31.051,239.04,259.15,258.98,259,259.66,259.48,175.5,94,11.131,154.17,60.089,19.367
33.671,163.96,215.32,1.3287,6.979,2726.3,99.458,170.2,326.95,46.752,29.017,234.27,254.45,254.37,254.53,254.51,254.77,175.5,94,11.087,153.61,60.168,19.033
33.584,164.52,213.55,1.3743,6.962,2727.7,99.424,170.8,325.12,46.901,29.044,232.85,252.24,252.45,252.73,252.29,252.91,175.13,93.875,11.173,153.1,59.965,19.075
34.275,167.88,217.13,1.4192,7.3597,2795,98.936,168.97,325.49,48.76,29.38,267.62,287.06,286.62,284.28,280.8,282.81,176.53,95.037,11.388,157.27,61.104,20.206
35.465,174.01,218.43,1.4192,7.2402,2877.6,100.31,168.77,325.21,44.836,29.38,248.81,269,268.08,268.16,268.47,267.47,176.88,93.625,11.355,162.41,61.101,19.524
35.766,173.59,215.78,1.4192,7.2013,2877.4,100.18,170.21,325.21,45.062,26.957,233.43,254.52,254.29,254.06,254.29,253.66,174.13,93.625,11.267,162.04,61.42,19.469
35.726,176.87,217.14,1.4192,7.5075,2921.9,99.646,170.19,325.69,46.885,28.822,238.9,259.15,258.65,258.23,258.77,258.44,173.81,93.625,11.419,164.21,61.958,19.4
35.979,177.41,217.14,1.434,7.4911,2930.9,99.402,170.19,327.69,45.596,28.828,230.88,250.32,250.44,249.97,250.06,250.05,172.3,94,11.481,164.12,61.95,19.317
36.015,178.05,217.18,1.434,7.3919,2947.2,100,170.19,315.65,45.041,29.403,229.04,249.22,249.08,248.87,249.54,249.04,174.5,94.125,11.5,165.15,61.559,18.983
34.455,166.34,271,1.5134,6.9577,2749.3,99.816,170.19,309.93,57.877,42.762,217.22,237.38,237.14,237.39,237.66,237.56,174.76,87.75,11.299,155.72,61.559,17.897
35.076,170.76,270.15,1.3813,7.0059,2835.2,99.816,170.21,318.03,59.732,33.196,239.01,258.95,259.23,259.48,259.62,260.99,177.41,96.5,11.679,159.41,62.706,18.143
35.527,175.26,274.15,1.427,7.1174,2906.6,99.954,169.88,318.03,59.732,30.084,235.43,255.24,255.23,255.48,255.35,255.25,175.63,93,11.713,163.17,63.682,18.801
35.864,176.93,271.98,1.427,7.5502,2945.2,100.06,169.83,328.27,63.728,30.084,243.11,264.02,263.44,263.56,263.81,263.22,175.63,93,11.87,164.26,63.935,18.852
36.07,179.09,272.63,1.434,7.562,2957,99.987,169.83,314.16,55.047,30.026,238.66,258.65,258.43,258.51,258.88,258.94,175.5,93,11.958,164.92,64.418,18.961
36.125,177.86,250.89,1.434,7.5705,2961.5,99.83,169.97,319.25,56.147,29.405,230.12,250.33,250.49,250.33,250.69,250.64,174.63,93.625,11.807,166.19,64.595,18.424
36.116,178.63,242.06,1.434,7.5875,2970.5,99.836,169.97,320.2,52.205,29.464,229.4,249.92,250.02,249.95,250.3,250.94,176.5,93.635,11.729,166.44,64.165,18.589
36.116,179.4,248.78,1.434,7.4099,2980.2,99.836,169.71,330.1,54.743,28.928,228.95,248.84,248.05,248.21,248.56,248.63,175.75,93.635,11.711,167.69,64.273,18.544
36.153,180.95,249.05,1.434,7.4728,2993.9,99.992,168.91,324.91,56.019,29.253,236.45,256.97,256.57,256.29,256.76,256.77,175.44,95.5,11.729,169.47,64.453,18.645
36.085,181.25,250.19,1.434,7.6897,2993.9,100.48,170.93,314.21,55.873,29.442,242.55,262.74,262.23,261.95,262.6,262.39,176.88,94,11.729,168.91,64.47,19.086
36.17,179.97,249.29,1.434,7.5507,2993.6,100.45,169.9,315.63,55.873,29.442,240.44,259.88,259.22,259.81,260.12,259.59,177.74,94.875,11.779,168.18,64.318,18.867
36.164,180.49,249.29,1.434,7.4677,3001.7,100.45,169.62,330.56,46.096,29.294,244.08,263.93,263.62,264.14,263.85,263.55,176.5,95.5,11.944,167.91,64.313,19.006
36.164,179.46,249.67,1.434,7.5884,3001.7,100.13,169.6,332.21,54.175,29.861,249.31,269.54,269.24,269.36,269.5,269.36,178.74,96.5,11.896,168.63,64.171,19.019
36.422,180.23,248.33,1.434,7.6534,3002.4,100.17,169.6,327.35,48.807,30.835,252.74,272.73,272.62,272.36,272.51,272.17,180.71,97,11.781,169.02,64.562,19.213
36.415,178.08,241.93,1.434,7.4593,2964.3,99.911,169.49,328.97,48.807,31.56,260.19,279.72,279.31,279.35,278.97,278.62,182.13,96.625,11.695,167.36,64.79,19.228
35.488,175.64,238.54,1.3961,7.3443,2910,100.28,170.83,328.89,48.54,29.083,246.4,266.13,267.5,266.48,267.11,267.28,178,96.25,11.569,164.35,63.332,18.724
35.487,176.03,238.55,1.427,7.3699,2917.4,100.49,170.62,328.89,49.886,29.558,244.22,263.97,263.42,264.13,263.68,262.75,178,96.124,11.744,163.71,63.603,18.917
35.174,173.13,236.94,1.4268,7.3676,2869.1,100.49,170.09,320.5,47.738,27.995,232.58,252.89,251.84,251.77,252.47,251.41,176.25,96.124,11.394,161.84,62.293,18.465
35.112,173.53,237.48,1.4253,7.3676,2879.3,100.29,169.35,339.82,55.451,28.281,225.11,245.87,245.1,245.3,245.38,245.43,176.25,92.625,11.458,161.49,62.401,18.219
35.032,171.92,254.63,1.4251,7.3983,2858.1,99.809,169.5,329.92,54.291,28.385,222.2,241.83,241,242.09,241.61,241.49,175.25,93.25,11.447,160.34,61.778,18.6
34.61,171.55,251.37,1.3813,7.3504,2848.9,99.898,170.51,328.17,49.574,28.385,221.26,241.93,241,241.96,241.95,241.79,174.38,94.25,11.351,161.32,62.05,18.402
34.761,172.05,244.17,1.3813,7.3056,2861.8,99.871,171.05,324.52,48.468,28.201,221.03,240.76,240.96,241.35,241.05,241.03,174.88,91,11.375,159.8,61.703,18.53
34.732,170.02,244.17,1.3813,7.3133,2825.3,99.607,170.75,324.33,48.472,29.17,220.46,240.74,240.9,240,240.53,240.66,172.38,91.75,11.41,158.72,62.117,18.53
34.67,170.6,243.48,1.3813,7.4116,2814.6,99.549,169.35,327.34,47.471,27.932,217.77,238.3,238.82,237.98,237.73,237.48,174.5,91.75,11.417,159.3,61.989,18.507
34.768,170.95,243.03,1.3813,7.4911,2835.9,99.549,169.47,316.89,47.207,28.798,221.5,241.65,241.88,242,241.56,241.67,175.25,91.75,11.418,159.6,62.411,18.72
34.161,165.77,233.05,1.4045,7.0872,2762.9,77.414,156.43,314.19,30.094,27.948,197.1,217.08,215.51,216.94,216.76,217.48,158.63,75.25,10.788,155.41,60.037,18.599
33.771,165.59,235.67,1.3139,7.0872,2733.8,73.003,152.43,325.48,37.388,27.948,212.07,233.29,233.31,232.84,232.88,232.74,158.04,68.625,10.997,153.42,59.779,18.93
33.336,167.1,235.84,1.3596,7.0926,2739.4,85.232,163.83,325.83,37.388,29.434,225.39,244.54,245.68,245.5,245.02,245.39,169.2,70.25,11.011,154.43,58.916,18.276
33.547,167.19,235.84,1.3216,6.9577,2766,76.898,146.97,322.57,36.991,28.364,216.97,236.6,236.66,236.77,236.95,236.48,151.34,70.25,11.12,156.11,59.626,19.077
